ID,Image,Name,Nickname,Game,Archetype,Position,Element,Team,Power,Control,Technique,Pressure,Physical,Agility,Intelligence,Total,Age group,School year,Gender,Role
1604.0,https://dxi4wb638ujep.cloudfront.net/1/k/l/g/lgzzftvuhvm.png,Beth Doodle,Doodle,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Forest,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 8,Female,Player
1605.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/i/uic4ysjumck.png,Lamar Bonesteel,Bonesteel,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,MF,Mountain,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
1606.0,https://dxi4wb638ujep.cloudfront.net/1/k/g/i/gi9gdfk2rjm.png,Dom Round,Round,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,DF,Mountain,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
1607.0,https://dxi4wb638ujep.cloudfront.net/1/k/r/k/rkmbugsmgqk.png,Chip Stocks,Stocks,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,FW,Mountain,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
1608.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/i/fidkapg55fm.png,Blake Nailor,Nailor,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,GK,Forest,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
1609.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/k/ukyrtwgdu2k.png,Dotty Hickman,Hickman,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,MF,Wind,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 8,Female,Player
1610.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/l/olre-lvlhwu.png,Wright Tandem,Tandem,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,DF,Wind,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
1611.0,https://dxi4wb638ujep.cloudfront.net/1/k/_/n/_ng_t0zxml8.png,Shaun Bonnie,Bonnie,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,DF,Mountain,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
1612.0,https://dxi4wb638ujep.cloudfront.net/1/k/9/s/9snj9thdjj8.png,Andrew Hooper,Hooper,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,FW,Wind,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
1613.0,https://dxi4wb638ujep.cloudfront.net/1/k/m/e/mewcqshnkqu.png,Toya Boyde,Boyde,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,DF,Fire,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 7,Female,Player
1614.0,https://dxi4wb638ujep.cloudfront.net/1/k/s/r/sr13dpyvrwk.png,Taryn Shyder,Shyder,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,FW,Wind,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Female,Player
1615.0,https://dxi4wb638ujep.cloudfront.net/1/k/d/d/ddewuwuv8dm.png,Jasmin Trier,Trier,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,DF,Forest,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Female,Player
1616.0,https://dxi4wb638ujep.cloudfront.net/1/k/p/p/pp7of9x3b8k.png,Dave Lung,Lung,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,GK,Wind,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
1617.0,https://dxi4wb638ujep.cloudfront.net/1/k/y/b/ybkvycxn2pm.png,Teal Redsky,Red,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,FW,Fire,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
1618.0,https://dxi4wb638ujep.cloudfront.net/1/k/2/p/2priod4exjs.png,Truman Verdy,Green,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,DF,Forest,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
1619.0,https://dxi4wb638ujep.cloudfront.net/1/k/h/b/hbgdf8e-6qe.png,Chance Cerulean,Blue,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
1620.0,https://dxi4wb638ujep.cloudfront.net/1/k/n/u/nud2whr2pw0.png,Amy Peach,Pink,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Female,Player
1621.0,https://dxi4wb638ujep.cloudfront.net/1/k/w/g/wgyx7enmidc.png,Virgil Amber,Yellow,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,GK,Mountain,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
1622.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/n/un1lvhfgnfc.png,Grant Stodgell,Red D,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,FW,Fire,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
1623.0,https://dxi4wb638ujep.cloudfront.net/1/k/l/p/lpeq445ak20.png,Payne Outler,Green D,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,DF,Forest,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
1624.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/g/fgnfrlms_we.png,Malcolm Shirker,Blue D,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
1625.0,https://dxi4wb638ujep.cloudfront.net/1/k/0/i/0iw-gaqosls.png,Hanna Slack,Pink D,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Female,Player
1626.0,https://dxi4wb638ujep.cloudfront.net/1/k/a/i/aipm3xpk1ae.png,Dom Poppy,Yellow D,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,GK,Mountain,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
1627.0,https://dxi4wb638ujep.cloudfront.net/1/k/x/k/xkyhaopwyps.png,Portia Maricle,Maricle,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Forest,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 7,Female,Player
1628.0,https://dxi4wb638ujep.cloudfront.net/1/k/b/o/bon1gorcmck.png,Susan Doiley,Doiley,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,MF,Forest,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 8,Female,Player
1629.0,https://dxi4wb638ujep.cloudfront.net/1/k/q/m/qm8urx34lxm.png,Hannah Breer,Breer,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,FW,Wind,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 7,Female,Player
1630.0,https://dxi4wb638ujep.cloudfront.net/1/k/k/j/kjfh4kcw-r8.png,Phil Seebold,Seebold,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,FW,Wind,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
1631.0,https://dxi4wb638ujep.cloudfront.net/1/k/7/h/7huav1kktiu.png,Bobbie Tomey,Tomey,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,FW,Forest,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Female,Player
1632.0,https://dxi4wb638ujep.cloudfront.net/1/k/5/a/5apc7s2mwku.png,Randolph Lords,Lords,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,GK,Mountain,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
1633.0,https://dxi4wb638ujep.cloudfront.net/1/k/i/o/ioy9wtqc7x8.png,Robin Traylor,Traylor,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,MF,Fire,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 8,Male,Player
1634.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/h/oh7ifoluo3m.png,Fawn Blossom,Blossom,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,DF,Mountain,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Female,Player
1635.0,https://dxi4wb638ujep.cloudfront.net/1/k/z/v/zvkpoxdujek.png,Isabell Mish,Mish,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,MF,Forest,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Female,Player
1636.0,https://dxi4wb638ujep.cloudfront.net/1/k/t/f/tf1xz8ame7m.png,Rudy Stemper,Stemper,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,MF,Forest,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
1637.0,https://dxi4wb638ujep.cloudfront.net/1/k/c/t/cteq0dm2pik.png,Betty Evenson,Evenson,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,MF,Mountain,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 8,Female,Player
1638.0,https://dxi4wb638ujep.cloudfront.net/1/k/y/f/yffducv_ike.png,Harpo Kendrick,Kendrick,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,FW,Fire,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
1639.0,https://dxi4wb638ujep.cloudfront.net/1/k/d/t/dtu8d9jflxs.png,Colin Glower,Glower,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,MF,Fire,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
1640.0,https://dxi4wb638ujep.cloudfront.net/1/k/j/c/jcnjqg8nq3c.png,Tailor Wilden,Wilden,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,FW,Fire,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
1641.0,https://dxi4wb638ujep.cloudfront.net/1/k/s/q/sq8o9fa39e0.png,Sim Cebus,Cebus,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,GK,Forest,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
1642.0,https://dxi4wb638ujep.cloudfront.net/1/k/q/l/ql70tgib4c0.png,Sam Banks,Banks,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Fire,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
1643.0,https://dxi4wb638ujep.cloudfront.net/1/k/h/j/hjkv-5uhvxc.png,Frank Homey,Homey,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,DF,Mountain,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 7,Male,Player
1644.0,https://dxi4wb638ujep.cloudfront.net/1/k/b/m/bmpgtkbpgrs.png,Gregg Deremer,Deremer,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,GK,Fire,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
1645.0,https://dxi4wb638ujep.cloudfront.net/1/k/w/k/wkybab9tnie.png,Verne Spring,Spring,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,MF,Fire,Unaffiliated,141,152,149,123,124,113,135,937,Middle School,Grade 7,Male,Player
1646.0,https://dxi4wb638ujep.cloudfront.net/1/k/e/o/eonzxw-xqds.png,Bryan Klamm,Klamm,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
1647.0,https://dxi4wb638ujep.cloudfront.net/1/k/1/m/1mw4cpylhue.png,Colt Youngstein,Youngstein,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,DF,Forest,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
1648.0,https://dxi4wb638ujep.cloudfront.net/1/k/d/j/djjzkiqiwlk.png,Will Kilmon,Kilmon,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,MF,Forest,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
1649.0,https://dxi4wb638ujep.cloudfront.net/1/k/s/l/slssndmyd4m.png,Milly Vacey,Vacey,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,FW,Forest,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Female,Player
1650.0,https://dxi4wb638ujep.cloudfront.net/1/k/9/m/9magz_fafru.png,Gary Primo,Red S,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,FW,Fire,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
1651.0,https://dxi4wb638ujep.cloudfront.net/1/k/_/t/_tha3mnsatu.png,Bobby Duo,Green S,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,DF,Forest,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
1652.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/f/of27azrwte8.png,Stan Treece,Blue S,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,MF,Wind,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 8,Male,Player
1653.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/q/uqvojeeey-m.png,Lillie Quattro,Pink S,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Female,Player
1654.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/c/fckvk74k1nk.png,Eddy Pentaris,Yellow S,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,GK,Mountain,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
1655.0,https://dxi4wb638ujep.cloudfront.net/1/k/r/o/rob3v27gsym.png,Candice Mell,Mell,Inazuma Eleven 2: Firestorm / Blizzard,Afinidad,MF,Forest,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 8,Female,Player
1656.0,https://dxi4wb638ujep.cloudfront.net/1/k/a/a/aaqw4jd8_bk.png,Alex Dauger,Dauger,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,DF,Mountain,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
1657.0,https://dxi4wb638ujep.cloudfront.net/1/k/0/o/0oxbiiu1ete.png,Joe Divide,Divide,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,FW,Wind,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
1658.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/a/faa6p3ypzes.png,Sam Willing,Willing,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,DF,Forest,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
1659.0,https://dxi4wb638ujep.cloudfront.net/1/k/l/v/lvjpcqhhg-c.png,Mary Antoine,Antoine,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,MF,Forest,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 8,Female,Player
1660.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/h/uhsuxvh9rn0.png,Edward Baron,Baron,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,FW,Forest,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
1661.0,https://dxi4wb638ujep.cloudfront.net/1/k/w/m/wmvyfmzrul0.png,Tim Platton,Platinum,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,MF,Mountain,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 7,Male,Player
1662.0,https://dxi4wb638ujep.cloudfront.net/1/k/n/o/noktyzvrd4c.png,Argento Salvage,Salvage,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,DF,Fire,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
1663.0,https://dxi4wb638ujep.cloudfront.net/1/k/h/h/hhhmhugj2ys.png,Finn Geld,Gold,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,FW,Forest,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
1664.0,https://dxi4wb638ujep.cloudfront.net/1/k/2/j/2j2hmrgzbre.png,Ian Moray,Eel,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
1665.0,https://dxi4wb638ujep.cloudfront.net/1/k/c/j/cjjf9cf78us.png,Gil Holden,Holden,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,DF,Wind,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
1666.0,https://dxi4wb638ujep.cloudfront.net/1/k/z/l/zl4-qjjbrne.png,Doyle Palmer,Palmer,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,GK,Mountain,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
1667.0,https://dxi4wb638ujep.cloudfront.net/1/k/9/j/9j31-qj0uys.png,Audry Orange,Orange,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Fire,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 8,Female,Player
1668.0,https://dxi4wb638ujep.cloudfront.net/1/k/m/l/mlgutvvodbe.png,May Apple,Apple,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Mountain,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Female,Player
1669.0,https://dxi4wb638ujep.cloudfront.net/1/k/s/k/sklhaiag2h0.png,Ginny White,White,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,FW,Wind,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Female,Player
1670.0,https://dxi4wb638ujep.cloudfront.net/1/k/d/m/dmuat388bsc.png,Angus Hogg,Hogg,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,FW,Forest,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
1671.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/f/ufi9uriqzn0.png,Sabrina Carow,Carow,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,DF,Wind,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Female,Player
1672.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/q/oqbi9m9ighe.png,Bob Beelzy,Beelzy,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,GK,Fire,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
1673.0,https://dxi4wb638ujep.cloudfront.net/1/k/_/c/_cwpqzbyr0s.png,Patt Howell,Howell,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,DF,Forest,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
1674.0,https://dxi4wb638ujep.cloudfront.net/1/k/l/o/lopxh-y6mle.png,Ol Factory,Factory,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,GK,Mountain,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
1675.0,https://dxi4wb638ujep.cloudfront.net/1/k/6/a/6a-qmb-ah4s.png,Tom Skipper,Skipper,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,FW,Wind,Unaffiliated,166,158,142,119,113,113,126,937,Middle School,Grade 8,Male,Player
1676.0,https://dxi4wb638ujep.cloudfront.net/1/k/j/e/jek9yrxs6wu.png,Colin Binder,Binder,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,MF,Fire,Unaffiliated,135,158,159,119,113,113,141,938,Middle School,Grade 7,Male,Player
1677.0,https://dxi4wb638ujep.cloudfront.net/1/k/p/r/prpih2eap2k.png,Larry Pogue,Pogue,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,FW,Forest,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
1678.0,https://dxi4wb638ujep.cloudfront.net/1/k/y/d/ydypmjigifm.png,Rob Cardson,Cardson,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,DF,Fire,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
1679.0,https://dxi4wb638ujep.cloudfront.net/1/k/a/i/aif1iqwmndm.png,Ken Mayfield,Mayfield,Inazuma Eleven 2: Firestorm / Blizzard,Juego Sucio,DF,Forest,Unaffiliated,121,126,128,138,144,124,156,937,Adult,-,Male,Player
1680.0,https://dxi4wb638ujep.cloudfront.net/1/k/r/k/rkuupvw2kwk.png,Casey Leather,Leather,Inazuma Eleven 2: Firestorm / Blizzard,Tensión,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
1681.0,https://dxi4wb638ujep.cloudfront.net/1/k/l/l/llnhcyj-_qu.png,Ethan Swallow,Swallow,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
1682.0,https://dxi4wb638ujep.cloudfront.net/1/k/6/n/6n8axnfesj8.png,Bob Daruma,Daruma,Inazuma Eleven 2: Firestorm / Blizzard,Justicia,MF,Mountain,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
1683.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/n/ondyaagm1cu.png,Mitch Blackston,Blackston,Inazuma Eleven 2: Firestorm / Blizzard,Brecha,FW,Fire,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
1684.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/t/fttcduuqeuc.png,In Chikita,Chikita,Inazuma Eleven 2: Firestorm / Blizzard,Contraataque,FW,Fire,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
1685.0,https://dxi4wb638ujep.cloudfront.net/1/k/v/u/vu_2_98zume.png,Austin Hobbes,Hobbes,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,FW,Forest,Inazuma National,166,159,145,119,117,117,128,951,Elementary,-,Male,Player
1686.0,https://dxi4wb638ujep.cloudfront.net/1/k/p/7/p7cdsgjrbs0.png,Archer Hawkins,Hawkins,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,DF,Wind,Inazuma National,121,127,128,138,145,124,156,939,Middle School,Grade 8,Male,Player
1687.0,https://dxi4wb638ujep.cloudfront.net/1/k/8/y/8yq-vg9hzzc.png,Xavier Foster,Xavier,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,FW,Fire,Inazuma National,169,161,147,123,119,119,130,968,Middle School,Grade 8,Male,Player
1688.0,https://dxi4wb638ujep.cloudfront.net/1/k/t/1/t14qrku1rke.png,Jordan Greenway,Greenway,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,MF,Forest,Inazuma National,144,155,151,126,126,116,138,956,Middle School,Grade 8,Male,Player
1689.0,https://dxi4wb638ujep.cloudfront.net/1/k/n/a/nabfc5b9eq0.png,Caleb Stonewall,Stonewall,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,MF,Fire,Inazuma National,145,156,152,127,128,119,140,967,Middle School,Grade 8,Male,Player
1690.0,https://dxi4wb638ujep.cloudfront.net/1/k/b/w/bwxwy2_pw90.png,Percival Travis,Percival,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,MF,Forest,Inazuma National,138,159,159,119,117,117,144,953,Adult,-,Male,Manager
1691.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/3/o32tnwlthge.png,Camellia Travis,Cammy,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,DF,Forest,Inazuma National,117,121,119,145,149,124,166,941,Middle School,Grade 8,Female,Coordinator
1692.0,https://dxi4wb638ujep.cloudfront.net/1/k/-/t/-ttibfvr2fc.png,Isaac Glass,Isaac,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,FW,Forest,Team Sharp,166,158,142,119,113,113,126,937,Middle School,Grade 8,Male,Player
1693.0,https://dxi4wb638ujep.cloudfront.net/1/k/p/u/purwl1flw1m.png,Gene Whalon,Whale,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,GK,Wind,Big Waves,119,130,123,133,144,152,131,932,Middle School,Grade 9,Male,Player
1694.0,https://dxi4wb638ujep.cloudfront.net/1/k/v/7/v7ifyoqtfv8.png,David Waterman,Water,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,DF,Wind,Big Waves,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
1695.0,https://dxi4wb638ujep.cloudfront.net/1/k/e/t/et5k1xmxomu.png,Sonny Shore,Beaches,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,DF,Fire,Big Waves,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
1696.0,https://dxi4wb638ujep.cloudfront.net/1/k/c/y/cy-4boe7tgu.png,Kjell Snapper,Turtle,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,DF,Forest,Big Waves,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
1697.0,https://dxi4wb638ujep.cloudfront.net/1/k/t/a/tapz2x4bat8.png,Ken Crackham,Kraken,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,DF,Forest,Big Waves,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
1698.0,https://dxi4wb638ujep.cloudfront.net/1/k/n/1/n1sslsnj1zm.png,Shawn Princeton,Prawn,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,MF,Fire,Big Waves,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
1699.0,https://dxi4wb638ujep.cloudfront.net/1/k/8/d/8ddnitrzyak.png,Matt Fischer,Fisher,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,MF,Fire,Big Waves,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
1700.0,https://dxi4wb638ujep.cloudfront.net/1/k/i/3/i3iv5eor__m.png,Hank Tennyson,Hang-Ten,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,MF,Wind,Big Waves,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
